"ID_SITE","site_name","latitude","longitude","elevation","site_type","water_depth","basin_size_class","catch_size_class","flow_type","basin_size_km2","catch_size_km2"
850,"Lac Christelle",49.73214,-84.25453,291,"lacustrine",7,"small (0.01-1 km2)","small (less than 10 km2)","closed - no inflow or outflow",0.024,-999999
853,"Lac Garot",51.09964,-77.55358,248,"lacustrine",6.9,"small (0.01-1 km2)","small (less than 10 km2)","closed - no inflow or outflow",0.051,-999999
857,"Lac Marie-Eve",52.06169,-75.51667,296,"lacustrine",8.7,"small (0.01-1 km2)","small (less than 10 km2)","closed - no inflow or outflow",0.165,-999999
858,"Lac Nano",53.02375,-77.36425,206,"lacustrine",3.2,"very small (less than 0.01 km2)","small (less than 10 km2)","closed - no inflow or outflow",0.004,-999999
860,"Lac Schon",50.59492,-77.56836,291,"lacustrine",7,"small (0.01-1 km2)","small (less than 10 km2)","closed - no inflow or outflow",0.028,-999999
863,"Lac Trefle",51.85014,-76.04514,270,"lacustrine",5.4,"small (0.01-1 km2)","small (less than 10 km2)","closed - no inflow or outflow",0.068,-999999
1176,"Plaine",50.275,-63.5383,34,"terrestrial, bog",-888888,"medium (1.1-50 km2)","-999999","-999999",-999999,-999999
1182,"Romaine",50.2947,-63.7157,24,"terrestrial, bog",-888888,"medium (1.1-50 km2)","-999999","-999999",-999999,-999999
861,"Small Lake, Ontario",49.581111,-90.385556,478,"lacustrine",3.9,"very small (less than 0.01 km2)","small (less than 10 km2)","closed - no inflow or outflow",0.005,-999999
1125,"Baie",49.0966,-68.25,17,"terrestrial, bog",-888888,"medium (1.1-50 km2)","-888888","-888888",24.2,-999999
1194,"Upper Capsule Lake",68.6286,-149.413528,800,"lacustrine",5.7,"small (0.01-1 km2)","small (less than 10 km2)","outflow only",0.011,3.5
1143,"Gaillard",50.11327,-68.80876,392,"terrestrial, bog",-888888,"small (0.01-1 km2)","-999999","-999999",-999999,-999999
475,"Lough Nabraddan",55.0167,-8.35,20,"lacustrine",5.6,"very small (less than 0.01 km2)","-777777","in and out flow",0.006,-999999
476,"Altar Lough",55.0167,-8.4,30,"lacustrine",2.5,"small (0.01-1 km2)","small (less than 10 km2)","outflow only",0.012,-999999
1207,"Aurelie Lake",50.4185,-74.2354444444444,428,"lacustrine",5.7,"very small (less than 0.01 km2)","small (less than 10 km2)","closed - no inflow or outflow",0.0018,-999999
1208,"Ayla Lake",52.89425,-67.04092,582,"lacustrine",10.2,"small (0.01-1 km2)","small (less than 10 km2)","closed - no inflow or outflow",0.108,-999999
816,"Dalmutladdo",69.166667,20.716667,355,"lacustrine",4,"small (0.01-1 km2)","small (less than 10 km2)","outflow only",0.072,-999999
1215,"Geais Lake",49.89228,-78.6551,280,"lacustrine",10.15,"small (0.01-1 km2)","small (less than 10 km2)","closed - no inflow or outflow",0.037,-999999
1217,"Jack Pine Lake",50.2705555555556,-86.9627777777778,341,"lacustrine",12.8,"small (0.01-1 km2)","small (less than 10 km2)","closed - no inflow or outflow",0.028,-999999
1225,"Raynald Lake",49.809278,-78.535833,250,"lacustrine",10.3,"small (0.01-1 km2)","small (less than 10 km2)","closed - no inflow or outflow",0.015,-999999
1148,"Lake Innu",50.07,-68.811,399,"lacustrine",7.7,"small (0.01-1 km2)","small (less than 10 km2)","closed - no inflow or outflow",0.014,-999999
1123,"Akkol Lake",50.25,89.625,2204,"lacustrine, glacial origin",2.8,"medium (1.1-50 km2)","small (less than 10 km2)","in and out flow",3.2,-999999
1129,"Bogdanowka-Belo",49.7542,19.79435,675,"terrestrial, buried fen",-888888,"very small (less than 0.01 km2)","small (less than 10 km2)","-888888",0.003,4
1261,"Arroyo de Valdeconejos",40.8622,-4.0597,1380,"terrestrial, mire",-888888,"very small (less than 0.01 km2)","small (less than 10 km2)","-888888",0.00126,-999999
1263,"Campo Lameiro",42.5333,-8.5167,295,"terrestrial",-888888,"small (0.01-1 km2)","small (less than 10 km2)","-888888",-999999,-999999
1263,"Campo Lameiro",42.5333,-8.5167,295,"terrestrial",-888888,"small (0.01-1 km2)","small (less than 10 km2)","-888888",-999999,-999999
1263,"Campo Lameiro",42.5333,-8.5167,295,"terrestrial",-888888,"small (0.01-1 km2)","small (less than 10 km2)","-888888",-999999,-999999
1265,"El Brezosa",39.3491,-4.3611,733,"terrestrial, bog",-888888,"small (0.01-1 km2)","small (less than 10 km2)","inflow only",0.106,-999999
1265,"El Brezosa",39.3491,-4.3611,733,"terrestrial, bog",-888888,"small (0.01-1 km2)","small (less than 10 km2)","inflow only",0.106,-999999
1266,"El Perro mire",39.0513,-4.7596,690,"terrestrial, mire",-888888,"medium (1.1-50 km2)","medium (10.1-500 km2)","closed - no inflow or outflow",3.3,-999999
871,"Puerto de Serranillos",40.3072,-4.9342,1700,"terrestrial, bog",-888888,"small (0.01-1 km2)","small (less than 10 km2)","-999999",0.024,-999999
871,"Puerto de Serranillos",40.3072,-4.9342,1700,"terrestrial, bog",-888888,"small (0.01-1 km2)","small (less than 10 km2)","-999999",0.024,-999999
1267,"Las Vinuelas",39.3744,-4.4884,761,"terrestrial, bog",-888888,"very small (less than 0.01 km2)","small (less than 10 km2)","closed - no inflow or outflow",2e-04,-999999
1267,"Las Vinuelas",39.3744,-4.4884,761,"terrestrial, bog",-888888,"very small (less than 0.01 km2)","small (less than 10 km2)","closed - no inflow or outflow",2e-04,-999999
1270,"Canada del Gitano Sierra de Baza",37.2333,-2.7,1900,"terrestrial, bog",-888888,"medium (1.1-50 km2)","medium (10.1-500 km2)","-888888",2,-999999
1276,"Bermu Mire",39.4341,-4.146,783,"terrestrial, bog",-888888,"small (0.01-1 km2)","small (less than 10 km2)","-888888",5e-04,-999999
1276,"Bermu Mire",39.4341,-4.146,783,"terrestrial, bog",-888888,"small (0.01-1 km2)","small (less than 10 km2)","-888888",5e-04,-999999
1278,"Verdeospesoa",43.055,-2.8614,1015,"terrestrial, bog",-888888,"very small (less than 0.01 km2)","small (less than 10 km2)","-888888",0.000516,-999999
1279,"El Redondo",40.2214,-5.6569,1765,"terrestrial, bog",-888888,"small (0.01-1 km2)","small (less than 10 km2)","closed - no inflow or outflow",0.00125,-999999
1279,"El Redondo",40.2214,-5.6569,1765,"terrestrial, bog",-888888,"small (0.01-1 km2)","small (less than 10 km2)","closed - no inflow or outflow",0.00125,-999999
1282,"Pozo de la Nieve",40.3532,-4.5516,1600,"terrestrial, bog",-888888,"small (0.01-1 km2)","small (less than 10 km2)","-999999",0.0381,-999999
1286,"Las Animas Mire",36.6858,-5.03,1403,"terrestrial, bog",-888888,"very small (less than 0.01 km2)","small (less than 10 km2)","-888888",2e-04,-999999
1286,"Las Animas Mire",36.6858,-5.03,1403,"terrestrial, bog",-888888,"very small (less than 0.01 km2)","small (less than 10 km2)","-888888",2e-04,-999999
1287,"Lake Stiucii",46.97,23.8997,240,"lacustrine",6,"small (0.01-1 km2)","medium (10.1-500 km2)","in and out flow",0.38,131
1289,"Arroyo de Aguas Frias",40.2667,-5.1167,1120,"terrestrial, bog",-888888,"small (0.01-1 km2)","small (less than 10 km2)","-888888",0.03,-999999
1290,"Arbarrain Mire",43.2114,-2.1729,1004,"terrestrial, bog",-888888,"small (0.01-1 km2)","small (less than 10 km2)","-888888",0.0156,-999999
1292,"El Payo mire",40.2535,6.7712,1000,"terrestrial, fen",-888888,"small (0.01-1 km2)","small (less than 10 km2)","closed - no inflow or outflow",-999999,-999999
1292,"El Payo mire",40.2535,6.7712,1000,"terrestrial, fen",-888888,"small (0.01-1 km2)","small (less than 10 km2)","closed - no inflow or outflow",-999999,-999999
1292,"El Payo mire",40.2535,6.7712,1000,"terrestrial, fen",-888888,"small (0.01-1 km2)","small (less than 10 km2)","closed - no inflow or outflow",-999999,-999999
1292,"El Payo mire",40.2535,6.7712,1000,"terrestrial, fen",-888888,"small (0.01-1 km2)","small (less than 10 km2)","closed - no inflow or outflow",-999999,-999999
1311,"Fuente del Pino Blanco",40.2363,-4.9776,1343,"terrestrial, bog",-888888,"small (0.01-1 km2)","small (less than 10 km2)","-888888",0.0137,-999999
1312,"Manaderos",40.3424,-4.6939,1292,"terrestrial, bog",-888888,"small (0.01-1 km2)","small (less than 10 km2)","-888888",5e-05,-999999
1313,"Marbore",42.6956305555556,0.0400194444444444,2612,"lacustrine",30,"small (0.01-1 km2)","small (less than 10 km2)","outflow only",0.1,-999999
1315,"Basa de la Mora",42.54527,0.3255,1906,"lacustrine, glacial origin",4.5,"small (0.01-1 km2)","small (less than 10 km2)","outflow only",0.03,2.09
1317,"Valle do Lobo Ribeira de Carcavai",37.057965,-8.074734,2.3,"coastal, estuarine",-888888,"-888888","medium (10.1-500 km2)","in and out flow",-888888,67
1317,"Valle do Lobo Ribeira de Carcavai",37.057965,-8.074734,2.3,"coastal, estuarine",-888888,"-888888","medium (10.1-500 km2)","in and out flow",-888888,67
1318,"Armacao de Pera Ribeira de Alcantarilha",37.110107,-8.34459,2.4,"coastal, estuarine",-888888,"-888888","medium (10.1-500 km2)","in and out flow",-999999,41
1318,"Armacao de Pera Ribeira de Alcantarilha",37.110107,-8.34459,2.4,"coastal, estuarine",-888888,"-888888","medium (10.1-500 km2)","in and out flow",-999999,41
1320,"Borreguil de la Caldera",37.0506,-3.3233,2992,"terrestrial, bog",-888888,"small (0.01-1 km2)","small (less than 10 km2)","closed - no inflow or outflow",0.0017,0.62
1321,"Laguna de la Mula",37.0597,-3.4168,2497,"lacustrine, glacial origin",0.57,"very small (less than 0.01 km2)","small (less than 10 km2)","closed - no inflow or outflow",0.002,0.25
1322,"Laguna de la Mosca",37.0597,-3.3147,2889,"lacustrine, glacial origin",3.4,"very small (less than 0.01 km2)","small (less than 10 km2)","closed - no inflow or outflow",0.0048,0.397
1323,"Puerto del Pico",40.3233,-5.0145,1395,"terrestrial, bog",-888888,"very small (less than 0.01 km2)","small (less than 10 km2)","-999999",2e-04,-999999
1323,"Puerto del Pico",40.3233,-5.0145,1395,"terrestrial, bog",-888888,"very small (less than 0.01 km2)","small (less than 10 km2)","-999999",2e-04,-999999
1329,"Kumata",42.5904,23.2519,1770,"terrestrial, bog",NA,"very small (less than 0.01 km2)","small (less than 10 km2)","-888888",0.001,-999999
1336,"Ahlequellmoor",51.73,9.51,300,"terrestrial, fen",NA,"small (0.01-1 km2)","small (less than 10 km2)","inflow only",0.1,-999999
1346,"Lake Kirkpatrick",-45.02706,168.57374,570,"lacustrine",-999999,"small (0.01-1 km2)","small (less than 10 km2)","closed - no inflow or outflow",0.03,-999999
1347,"Dukes Tarn",-44.96418,168.49269,830,"lacustrine",-999999,"small (0.01-1 km2)","small (less than 10 km2)","closed - no inflow or outflow",0.015,-999999
1348,"Baga Nuur",49.9208,93.8493,981,"lacustrine",7.1,"medium (1.1-50 km2)","-999999","-999999",3.14,-999999
1377,"Abalone Rocks Marsh",33.956389,-119.976667,0,"coastal, salt marsh",NA,"-999999","-999999","inflow only",-999999,-999999
1381,"Lake Eileen",40.902,-106.673,3135,"lacustrine",5.73,"small (0.01-1 km2)","small (less than 10 km2)","-999999",0.012,-999999
1382,"Gold Creek Lake",40.781,-106.678,2917,"lacustrine",10.6,"small (0.01-1 km2)","small (less than 10 km2)","-999999",0.037,-999999
1383,"Gem Lake Colorado",40.881,-106.734,3101,"lacustrine",6.5,"small (0.01-1 km2)","small (less than 10 km2)","-999999",0.028,-999999
1385,"Hinman Lake",40.771,-106.827,2501,"lacustrine",5,"small (0.01-1 km2)","small (less than 10 km2)","-999999",0.027,-999999
1386,"Middle Rainbow Lake",40.648,-106.624,3001,"lacustrine",5.8,"small (0.01-1 km2)","small (less than 10 km2)","-999999",0.028,-999999
1387,"Round Lake Mount Zirkel",40.473,-106.663,3071,"lacustrine",11.83,"small (0.01-1 km2)","small (less than 10 km2)","-999999",0.062,-999999
1388,"Seven Lake Mount Zirkel",40.896,-106.681,3276,"lacustrine",5.75,"small (0.01-1 km2)","small (less than 10 km2)","-999999",0.032,-999999
1389,"Teal Lake Colorado",40.583,-106.608,2689,"lacustrine",13.09,"small (0.01-1 km2)","small (less than 10 km2)","-999999",0.061,-999999
1390,"Whale Lake Mount Zirkel",40.556,-106.675,3059,"lacustrine",11.48,"small (0.01-1 km2)","small (less than 10 km2)","-999999",0.039,-999999
1391,"Summit Lake Mount Zirkel",40.545,-106.682,3149,"lacustrine",5.85,"small (0.01-1 km2)","small (less than 10 km2)","-999999",0.019,-999999
1395,"Tiago Lake Mount Zirkel",40.579,-106.613,2700,"lacustrine",15,"small (0.01-1 km2)","small (less than 10 km2)","-999999",0.042,-999999
1421,"Tawney (Quebec Ontario)",44.817,-77.183,276,"lacustrine",3,"small (0.01-1 km2)","small (less than 10 km2)","closed - no inflow or outflow",0.02,-999999
1422,"Stoll (Quebec Ontario)",44.967,-77.283,303,"lacustrine",5,"small (0.01-1 km2)","small (less than 10 km2)","closed - no inflow or outflow",0.37,-999999
1448,"Bass Lake Kandiyohi County",45.1975,-94.8791,361,"lacustrine",10,"medium (1.1-50 km2)","-999999","-999999",19.61,-999999
1450,"Crystal Lake Minnesota",44.3339,-93.2113,284,"lacustrine",11,"medium (1.1-50 km2)","-999999","-999999",1.13,-999999
1451,"Amber Lake Minnesota",43.6053,-94.4725,351,"lacustrine",6,"small (0.01-1 km2)","-999999","inflow only",0.73,-999999
1452,"Eagle Lake Carver County",44.8087,-93.9336,294,"lacustrine",4,"small (0.01-1 km2)","-999999","inflow only",0.74,-999999
1453,"Lake Emily Wisconsin",44.314,-93.9143,344,"lacustrine",11,"small (0.01-1 km2)","-999999","inflow only",0.44,-999999
1455,"Goose Lake Meeker County",44.9855,-94.5863,334,"lacustrine",3.5,"small (0.01-1 km2)","-999999","closed - no inflow or outflow",0.48,-999999
1456,"Hunt Lake Rice County",44.3314,-93.4454,327,"lacustrine",8,"small (0.01-1 km2)","-999999","closed - no inflow or outflow",0.71,-999999
1457,"Kelly Dudley Lake",44.3523,-93.3708,321,"lacustrine",18,"small (0.01-1 km2)","-999999","in and out flow",0.77,-999999
1458,"Minnreg Lake",44.6905,-93.3197,-999999,"lacustrine",-999999,"small (0.01-1 km2)","-999999","closed - no inflow or outflow",-999999,-999999
1459,"Murphy Lake St Louis County",44.7105,-93.3417,411,"lacustrine",7.3,"medium (1.1-50 km2)","-999999","in and out flow",1.6,-999999
1461,"Union Lake Rice County",44.4611,-93.3074,306,"lacustrine",3,"medium (1.1-50 km2)","-999999","in and out flow",1.61,-999999
1462,"Lily Lake Waseca County",44.1912,-93.6401,311,"lacustrine",7,"small (0.01-1 km2)","-999999","inflow only",0.46,-999999
1463,"Fish Lake Le Sueur County",44.2274,-93.6648,310,"lacustrine",16.7,"small (0.01-1 km2)","-999999","closed - no inflow or outflow",0.31,-999999
1464,"Fish Lake Scott County",44.6492,-93.4597,288,"lacustrine",8.5,"small (0.01-1 km2)","-999999","closed - no inflow or outflow",0.7,-999999
1491,"Crooked Pond",41.891667,70.65,28,"lacustrine",3.5,"small (0.01-1 km2)","small (less than 10 km2)","closed - no inflow or outflow",0.09,-999999
1492,"Big Spirit Lake Iowa",43.48462,-95.10617,449,"lacustrine",7.3,"medium (1.1-50 km2)","medium (10.1-500 km2)","in and out flow",23,194
1493,"Bass Lake Faribault County",43.82053,-94.07825,314,"lacustrine",6,"small (0.01-1 km2)","small (less than 10 km2)","closed - no inflow or outflow",0.81,-999999
1494,"Fox Lake Martin County",43.67528,-94.69222,381,"lacustrine",6,"small (0.01-1 km2)","small (less than 10 km2)","inflow only",3.85,-999999
1495,"Duck Pond Wellfleet",41.932448,-70.000651,2.5,"lacustrine",18,"small (0.01-1 km2)","small (less than 10 km2)","closed - no inflow or outflow",0.051,-999999
1500,"Wickett Pond",42.57,-72.43167,330,"lacustrine",2.25,"small (0.01-1 km2)","small (less than 10 km2)","outflow only",0.115,0.952
1501,"Piermont Marsh",41,-73.9167,29,"terrestrial, marsh",NA,"medium (1.1-50 km2)","small (less than 10 km2)","in and out flow",1.1,-999999
1503,"Sutherland Pond",41.3914,-74.0377,380,"lacustrine",2.57,"small (0.01-1 km2)","medium (10.1-500 km2)","-999999",0.0405,-999999
1508,"Liangjing village",22.95,114.57,-999999,"lacustrine",7.2,"small (0.01-1 km2)","small (less than 10 km2)","inflow only",0.8,7
1511,"Shuangchi Lake",19.94,110.19,40,"lacustrine, volcanic lake",1,"small (0.01-1 km2)","small (less than 10 km2)","closed - no inflow or outflow",0.02,-999999
1513,"Chichi (Changbai Mountains)",42,128,1832,"terrestrial, bog",NA,"small (0.01-1 km2)","-999999","-999999",0.5,-999999
1514,"Haerbaling (Changbai Mountains)",43.3,128.6,550,"terrestrial, bog",NA,"medium (1.1-50 km2)","-999999","-999999",9.17,-999999
1516,"Yuanchi (Changbai Mountains)",42,128.4,1282,"terrestrial, bog",NA,"medium (1.1-50 km2)","-999999","-999999",4.04,-999999
1528,"Dongxiafeng North",35.25,111.35,500,"archaeological site",NA,"-999999","-999999","-999999",-999999,-999999
1529,"Dongxiafeng South",35.15,111.35,500,"archaeological site",NA,"-999999","-999999","-999999",-999999,-999999
1531,"Jiangyangcun",34.47,107.88,685,"archaeological site",NA,"-999999","-999999","-999999",-999999,-999999
1533,"Song Mu Ping Swamp (Jinggang Mountains)",26.58,114.08,1269,"fluvial",NA,"-999999","-999999","-999999",-999999,-999999
1537,"Jinchuan peat bog",42.37,126.43,662,"terrestrial, bog",NA,"medium (1.1-50 km2)","-999999","-999999",3.14,-999999
1541,"Erlongwan Maar Lake",42.3,126.38,724,"lacustrine, volcanic lake",36,"small (0.01-1 km2)","small (less than 10 km2)","closed - no inflow or outflow",0.3,-999999
1549,"Gaoyao County",22.9,112.34,29,"terrestrial, bog",NA,"-999999","-999999","-999999",-999999,-999999
1549,"Gaoyao County",22.9,112.34,29,"terrestrial, bog",NA,"-999999","-999999","-999999",-999999,-999999
1552,"Shuizhuyang peat bog",26.77,119.03,1007,"terrestrial, bog",NA,"-999999","-999999","-999999",-999999,-999999
1552,"Shuizhuyang peat bog",26.77,119.03,1007,"terrestrial, bog",NA,"-999999","-999999","-999999",-999999,-999999
