"ID_SITE","ID_ENTITY","entity_name","latitude","longitude","elevation","depositional_context","measurement_method","TYPE","source","core_location","last_updated","ID_UNIT"
220,271,"Northwest Lake core",52.5,-92.5,331,"lake sediment","Sieved","concentration","Global Charcoal Database Version 4","central core","2021-05-07",152
223,275,"Siles Lake core",38.4,-2.5,1320,"lake sediment","Pollen slide","concentration","author","central core","2021-05-07",22
227,279,"Etu-Mustajarvi core",60.98,25,157,"lake sediment","Pollen slide","concentration","Global Charcoal Database Version 4","-777777","2020-03-06",75
264,321,"Enos core",49.28,-124.15,50,"lake sediment","Sieved","concentration","Global Charcoal Database Version 4","central core","2021-05-07",11
308,377,"Pessiere_B",49.5,-79.24,280,"lake sediment","Sieved","influx","Global Charcoal Database Version 4","-777777","2020-03-06",149
319,388,"Saracuri core",-1.67,-53.57,18,"lake sediment","Pollen slide","concentration","Global Charcoal Database Version 4","central core","2021-05-07",152
320,389,"Santa Maria core",-1.57,-53.6,17,"lake sediment","Charcoal particles identified by imaging software","concentration","Global Charcoal Database Version 4","-777777","2020-03-06",152
376,449,"Andy Lake  core",61.95,-109.81,360,"lake sediment","Sieved","concentration","Global Charcoal Database Version 4","central core","2021-05-07",152
384,462,"Aino Pond core",42.680759,-71.925514,354,"lake sediment","Pollen slide","influx","IMPD","central core","2021-05-07",149
406,485,"Lago Verde core",18.61,-95.34,149,"lake sediment","Sieved","influx","Global Charcoal Database Version 4","-777777","2020-03-06",84
427,510,"Waruid core_conc",-10.4,142.09,5,"soil","Sieved","concentration","Global Charcoal Database Version 4","-888888","2021-05-07",11
427,511,"Waruid core_count",-10.4,142.09,5,"soil","Pollen slide","concentration","Global Charcoal Database Version 4","-888888","2021-05-07",137
440,525,"El Carrizal core",41.3185,-4.145,860,"lake sediment","Pollen slide","concentration","Global Charcoal Database Version 4","central core","2021-05-07",152
447,532,"Canada de la Cruz core",38.0675,-2.6875,1595,"lake sediment","Pollen slide","concentration","Global Charcoal Database Version 4","central core","2020-11-13",22
468,554,"Lac Miroir core",44.63,6.79,2214,"-777777","Sieved","influx","Global Charcoal Database Version 4","-777777","2020-03-06",149
520,608,"Plum Swamp core",-22.26,166.61,40,"bog sediment","Pollen slide","concentration","Global Charcoal Database Version 4","-777777","2020-03-06",123
533,621,"MAMIII core",53.405608,-10.022521,250,"lake sediment","Sieved","pollen concentration","Global Charcoal Database Version 4","central core","2021-05-07",164
685,780,"Laguna Cuzcachapa core",13.98,-89.68,709,"lake sediment","Pollen slide","pollen concentration","Global Charcoal Database Version 4","-777777","2020-03-06",62
687,782,"Laguna Santa Elena core",8.56,-82.56,1100,"lake sediment","Pollen slide","pollen concentration","Global Charcoal Database Version 4","-777777","2020-03-06",62
688,783,"Marcacocha core",-13.21,-72.2,3355,"lake sediment","Pollen slide","pollen concentration","Global Charcoal Database Version 4","-777777","2020-03-06",62
690,785,"Laguna Pompal core",18.37,-94.95,700,"lake sediment","Pollen slide","influx","Global Charcoal Database Version 4","-777777","2020-03-06",148
695,790,"Carajas core",-6,-50.16,250,"lake sediment","Sieved","concentration","Global Charcoal Database Version 4","-777777","2020-03-06",11
719,816,"Cantarrana core",10.43,-84,36,"bog sediment","Pollen slide","concentration","Global Charcoal Database Version 4","central core","2021-05-07",140
738,835,"Pie de Gigante core 1",11.38,-86.03,-777777,"-777777","Sieved","concentration","Global Charcoal Database Version 4","-777777","2020-03-06",175
739,836,"Laguna Herradura core",22.01,-98.15,-777777,"-777777","Sieved","concentration","Global Charcoal Database Version 4","-777777","2020-03-06",175
750,847,"Yaguaru core",-15.6,-63.21,195,"lake sediment","Pollen slide","concentration","Global Charcoal Database Version 4","-777777","2020-03-06",43
751,848,"Salvador core",18.795786,-70.886979,990,"lake sediment","Pollen slide","concentration","Global Charcoal Database Version 4","central core","2021-05-07",43
752,849,"Castilla core",18.7978,-70.8761,976,"lake sediment","Pollen slide","concentration","Global Charcoal Database Version 4","central core","2021-05-07",43
779,876,"Pena da Cadela core",42.83,-7.17,970,"bog sediment","Pollen slide","pollen concentration","Global Charcoal Database Version 4","marginal core","2021-05-07",126
805,902,"Tourbiere du Peschio core",44.45,3.6,1370,"bog sediment","-777777","concentration","EPD","central core","2021-05-07",134
806,903,"Tourbiere des Narses Morte core",44.43,3.6,1400,"bog sediment","-777777","concentration","EPD","central core","2021-05-07",134
807,904,"Tourbiere de La Lande core",43.56,2.96,1040,"bog sediment","Pollen slide","concentration","EPD","central core","2021-05-07",134
867,965,"El Tiemblo core",40.3575,-4.5263,1250,"bog sediment","Sieved","concentration","Global Charcoal Database Version 4","central core","2020-04-20",13
870,968,"Lanzahita core",40.2222,-4.9358,588,"bog sediment","Sieved","concentration","Global Charcoal Database Version 4","central core","2021-05-07",11
875,973,"Laguna la Zeta core",-42.8901629934376,-71.3493700797113,774,"-777777","Sieved","influx","Global Charcoal Database Version 4","-777777","2020-03-06",15
876,974,"Lago Theobald core",-43.437931910209,-71.561818350962,678,"-777777","Sieved","influx","Global Charcoal Database Version 4","-777777","2020-03-06",15
879,977,"Candieira (Charco da Candieira) core",40.3436,-7.5781,1409,"lake sediment","Pollen slide","concentration","Global Charcoal Database Version 4","central core","2020-04-22",129
881,979,"Castello Lagoon core EM",42.281556,3.099528,2.4,"other","Sieved","concentration","Global Charcoal Database Version 4","central core","2020-11-13",22
883,981,"Laguna de Rio Seco core",37.052057,-3.34581,3020,"lake sediment","Sieved","concentration","Global Charcoal Database Version 4","central core","2020-04-03",11
888,986,"Pena Negra core",40.3347,-5.7922,1000,"bog sediment","Pollen slide","concentration","Global Charcoal Database Version 4","central core","2021-05-07",6
890,988,"Fuente de la Leche core",40.3468,-5.0569,1382,"bog sediment","Sieved","influx","Global Charcoal Database Version 4","central core","2021-05-07",28
891,989,"Arroyo de las Carcavas core",40.8419,-4.0314,1300,"soil","Pollen slide","influx","Global Charcoal Database Version 4","central core","2021-05-07",28
904,1001,"Tagamaucia core",-16.49,-179.56,820,"lake sediment","Pollen slide","concentration","Global Charcoal Database Version 3","-777777","2020-03-06",152
1119,1331,"Airag Nuur Core",48.9087,93.3076,1030,"lake sediment","Sieved","concentration","IMPD","central core","2021-05-07",113
1120,1332,"Air-1",53.6535,-77.729,175,"bog sediment","Sieved","concentration","author","central core","2020-03-13",180
1121,1333,"Air-2",53.6536,-77.7263,175,"bog sediment","Sieved","concentration","author","central core","2020-03-13",180
847,1335,"Avril Lake Core",49.36874,-89.41847,472,"lake sediment","Sieved","influx","Global Charcoal Database Version 4","central core","2020-03-13",149
1126,1336,"Batbold Nuur Core",51.3476,98.87493,2150,"lake sediment","Sieved","concentration","IMPD","central core","2021-05-07",113
1127,1337,"Bayan Nuur Core",48.4631,95.1604,1540,"lake sediment","Sieved","concentration","IMPD","central core","2021-05-07",113
848,1338,"Beaver Lake Core",49.53435,-90.40019,468,"lake sediment","Sieved","influx","Global Charcoal Database Version 4","central core","2020-03-13",149
849,1339,"Ben Lake Core",49.35695,-89.76956,480,"lake sediment","Sieved","influx","Global Charcoal Database Version 4","central core","2020-03-13",149
844,1352,"Folly Core",45.45826,-75.77775,133,"bog sediment","Sieved","influx","Global Charcoal Database Version 4","central core","2021-05-07",149
850,1366,"Lac Christelle Core",49.73214,-84.25453,291,"lake sediment","Sieved","influx","Global Charcoal Database Version 4","central core","2021-05-07",149
853,1369,"Lac Garot Core",51.09964,-77.55358,248,"lake sediment","Sieved","influx","Global Charcoal Database Version 4","central core","2021-05-07",149
857,1371,"Lac Marie-Eve Core",52.06169,-75.51667,296,"lake sediment","Sieved","influx","Global Charcoal Database Version 4","-777777","2020-03-13",149
858,1372,"Lac Nano Core",53.02375,-77.36425,206,"lake sediment","Sieved","influx","Global Charcoal Database Version 4","-777777","2020-03-13",149
860,1373,"Lac Schon Core",50.59492,-77.56836,291,"lake sediment","Sieved","influx","Global Charcoal Database Version 4","-777777","2020-03-13",149
863,1374,"Lac Trefle Core",51.85014,-76.04514,270,"lake sediment","Sieved","influx","Global Charcoal Database Version 4","-777777","2020-03-13",149
1176,1396,"Plaine core",50.275,-63.5383,34,"bog sediment","Sieved","concentration","author","central core","2020-03-13",180
1182,1399,"Romaine core",50.2947,-63.7157,24,"bog sediment","Sieved","concentration","author","central core","2020-03-13",180
861,1402,"Small Lake Core SML",49.581111,-90.385556,478,"lake sediment","Sieved","influx","Global Charcoal Database Version 4","central core","2021-05-07",149
1125,1418,"Baie core",49.0966,-68.25,17,"bog sediment","Sieved","concentration","author","central core","2020-03-13",11
1194,1453,"Upper Capsule Lake core",68.6286,-149.413528,800,"lake sediment","Sieved","concentration","NOAA","central core","2021-05-07",34
1143,1460,"BEN-2",50.11327,-68.80876,392,"bog sediment","Sieved","concentration","author","marginal core","2020-03-13",180
475,1471,"Lough Nabraddan core",55.0167,-8.35,20,"lake sediment","Pollen slide","concentration","Global Charcoal Database Version 4","central core","2021-05-07",146
476,1476,"Altar Lough core",55.0167,-8.4,30,"lake sediment","Pollen slide","pollen concentration","Global Charcoal Database Version 4","central core","2021-05-07",146
1207,1490,"Aurelie core",50.4185,-74.2354444444444,428,"lake sediment","Charcoal particles identified in thin slides (soil micromorphology)","influx","author","central core","2021-05-07",13
1208,1491,"Ayla core",52.89425,-67.04092,582,"lake sediment","Charcoal particles identified in thin slides (soil micromorphology)","influx","author","central core","2021-05-07",14
816,1501,"Dalmutladdo core",69.166667,20.716667,355,"lake sediment","Pollen slide","influx","Global Charcoal Database Version 4","central core","2021-05-07",28
1215,1504,"Geais core",49.89,-78.65,280,"lake sediment","Sieved","influx","author","central core","2021-05-07",14
1217,1508,"Jack Pine core",50.2705555555556,-86.9627777777778,341,"lake sediment","Charcoal particles identified in thin slides (soil micromorphology)","influx","author","central core","2021-05-07",13
1225,1517,"Raynald core",49.8092777777778,-78.5358333333333,250,"lake sediment","Sieved","influx","author","central core","2021-05-07",14
1148,1572,"Innu lake core",50.06864,-68.81231,400,"lake sediment","Charcoal particles identified in thin slides (soil micromorphology)","concentration","author","central core","2021-05-07",14
1123,1586,"Akkol Lake core",50.25,89.625,2204,"lake sediment","Pollen slide","concentration","author","marginal core","2020-04-08",159
1129,1587,"B-BII_2014_micro",49.7542,19.79435,675,"bog sediment","Pollen slide","concentration","author","central core","2021-05-07",21
1261,1604,"VALDECON",40.8622,-4.0597,1380,"bog sediment","Pollen slide","concentration","PANGAEA","central core","2021-05-07",134
1263,1610,"PRD2",42.5333,-8.5167,290,"soil","Sieved","per unit weight","author","-888888","2021-05-07",141
1263,1612,"PRD4",42.5333,-8.5167,260,"soil","Sieved","per unit weight","author","-888888","2021-05-07",141
1263,1613,"PRD5",42.5333,-8.5167,275,"soil","Sieved","per unit weight","author","-888888","2021-05-07",141
1265,1616,"El Brezosa core_macro",39.3491,-4.3611,733,"bog sediment","Sieved","concentration","author","central core","2020-04-20",11
1265,1617,"El Brezosa core_micro",39.3491,-4.3611,733,"bog sediment","Pollen slide","concentration","author","central core","2020-04-20",6
1266,1618,"El Perro mire core",39.0513,-4.7596,690,"bog sediment","Sieved","concentration","author","-777777","2020-04-20",11
871,1619,"Serranillos_macro",40.3072,-4.9342,1700,"bog sediment","Sieved","concentration","Global Charcoal Database Version 4","-777777","2020-04-20",11
871,1620,"Serranillos core_micro",40.3072,-4.9342,1700,"bog sediment","Sieved","pollen concentration","author","-777777","2021-05-07",4
1267,1621,"Las Vinuelas core_micro",39.3744,-4.4884,761,"bog sediment","Pollen slide","concentration","author","central core","2020-04-20",6
1267,1622,"Las Vinuelas core_macro",39.3744,-4.4884,761,"bog sediment","Sieved","concentration","author","central core","2020-04-20",11
1270,1631,"Baza section",37.2333,-2.7,1900,"bog sediment","Pollen slide","concentration","author","marginal core","2020-04-14",6
1276,1639,"Bermu Mire core_small",39.4341,-4.146,783,"bog sediment","Pollen slide","influx","author","central core",NA,187
1276,1640,"Bermu Mire core_large",39.4341,-4.146,783,"bog sediment","Pollen slide","influx","author","central core",NA,10
1278,1644,"Verdeospesoa core",43.055,-2.8614,1015,"bog sediment","Sieved","influx","author","central core",NA,28
1279,1645,"El Redondo core u125",40.2214,-5.6569,1765,"bog sediment","Pollen slide","raw count","author","central core",NA,188
1279,1646,"El Redondo core o125",40.2214,-5.6569,1765,"bog sediment","Pollen slide","raw count","author","central core",NA,34
1282,1649,"PozoN_2015 core",40.3532,-4.5516,1600,"bog sediment","Pollen slide","concentration","author","central core",NA,13
1286,1653,"Las Animas Mire core_micro",36.6858,-5.03,1403,"bog sediment","Pollen slide","influx","author","central core",NA,187
1286,1654,"Las Animas Mire core_macro",36.6858,-5.03,1403,"bog sediment","Pollen slide","influx","author","central core",NA,10
1287,1655,"Lake Stiucii core",46.97,23.8997,240,"lake sediment","Sieved","concentration","author","central core",NA,13
1289,1658,"Aguas Frias core",40.2667,-5.1167,1120,"bog sediment","Sieved","influx","author","central core",NA,28
1290,1659,"Arbarrain Mire core",43.2114,-2.1729,1004,"bog sediment","Sieved","influx","author","central core",NA,189
1292,1661,"El Payo core_50",40.2535,6.7712,1000,"bog sediment","Pollen slide","influx","author","central core",NA,190
1292,1662,"El Payo core_50100",40.2535,6.7712,1000,"bog sediment","Pollen slide","influx","author","central core",NA,191
1292,1663,"El Payo core_100150",40.2535,6.7712,1000,"bog sediment","Pollen slide","influx","author","central core",NA,192
1292,1664,"El Payo core_150plus",40.2535,6.7712,1000,"bog sediment","Pollen slide","influx","author","central core",NA,189
1311,1689,"FPB core",40.2363,-4.9776,1343,"bog sediment","Sieved","influx","author","central core",NA,189
1312,1690,"Manaderos core",40.3424,-4.6939,1292,"bog sediment","Sieved","concentration","author","central core",NA,134
1313,1691,"Marbore composite",42.6956305555556,0.0400194444444444,2612,"lake sediment","Pollen slide","concentration","author","central core","2020-11-13",76
1315,1694,"BSM08",42.54527,0.3255,1906,"lake sediment","Pollen slide","concentration","author","central core","2020-11-13",76
1317,1697,"VdL PB2_100minus",37.057965,-8.074734,2.3,"estuarine sediment","Pollen slide","influx","author","-999999","2021-05-07",195
1317,1698,"VdL PB2_100plus",37.057965,-8.074734,2.3,"estuarine sediment","Pollen slide","influx","author","-999999","2021-05-07",50
1318,1699,"ADP 01_06_100minus",37.110107,-8.34459,2.4,"estuarine sediment","Pollen slide","influx","author","-999999","2021-05-07",195
1318,1700,"ADP 01_06_100plus",37.110107,-8.34459,2.4,"estuarine sediment","Pollen slide","influx","author","-999999","2021-05-07",50
1320,1703,"BdlC-01",37.0506,-3.3233,2992,"bog sediment","Sieved","concentration","author","central core","2021-05-07",134
1321,1704,"LdlM 10-02",37.0597,-3.4168,2497,"lake sediment","Sieved","concentration","author","central core","2020-11-13",134
1322,1705,"LdlMo composite",37.0597,-3.3147,2889,"lake sediment","Sieved","count","author","central core","2021-05-07",137
1323,1706,"Puerto del Pico core_macro",40.3233,-5.0145,1395,"bog sediment","Sieved","influx","author","central core","2020-11-13",28
1323,1707,"Puerto del Pico core_micro",40.3233,-5.0145,1395,"bog sediment","Pollen slide","concentration","author","central core","2020-11-13",188
1329,1713,"Kumata-1",42.5904,23.2519,1770,"bog sediment","Pollen slide","concentration","author","central core","2021-02-10",3
1336,1723,"Ahlequellmoor core",51.73,9.51,300,"bog sediment","Pollen slide","raw count","author","central core","2021-02-10",137
1346,1740,"Lake Kirkpatrick core",-45.02706,168.57374,570,"lake sediment","Sieved","count","IMPD","-999999","2021-02-11",34
1347,1741,"Dukes Tarn core",-44.96418,168.49269,830,"lake sediment","Sieved","count","IMPD","-999999","2021-02-11",34
1348,1742,"Baga Nuur core",49.9208,93.8493,981,"lake sediment","sieved","raw count","IMPD","central core","2021-02-11",113
1377,1784,"Abalone Rocks Marsh core",33.956389,-119.976667,0,"bog sediment","pollen slide","count","IMPD","-999999","2021-02-15",137
1381,1788,"Lake Eileen core",40.902,-106.673,3135,"lake sediment","sieved","count","IMPD","central core","2021-02-15",34
1382,1789,"Gold Creek Lake core",40.781,-106.678,2917,"lake sediment","sieved","count","IMPD","central core","2021-02-15",34
1383,1790,"Gem Lake Colorado core",40.881,-106.734,3101,"lake sediment","sieved","count","IMPD","central core","2021-02-15",34
1385,1792,"Hinman Lake core",40.771,-106.827,2501,"lake sediment","sieved","count","IMPD","central core","2021-02-15",34
1386,1793,"Middle Rainbow Lake core",40.648,-106.624,3001,"lake sediment","sieved","count","IMPD","central core","2021-02-15",34
1387,1794,"Round Lake MZ core",40.473,-106.663,3071,"lake sediment","sieved","count","IMPD","central core","2021-02-15",34
1388,1795,"Seven Lake MZ core",40.896,-106.681,3276,"lake sediment","sieved","count","IMPD","central core","2021-02-15",34
1389,1796,"Teal Lake CO core",40.583,-106.608,2689,"lake sediment","sieved","count","IMPD","central core","2021-02-15",34
1390,1797,"Whale Lake MZ core",40.556,-106.675,3059,"lake sediment","sieved","count","IMPD","central core","2021-02-15",34
1391,1798,"Summit Lake MZ core",40.545,-106.682,3149,"lake sediment","sieved","count","IMPD","central core","2021-02-15",34
1395,1802,"Tiago Lake MZ core",40.579,-106.613,2700,"lake sediment","sieved","count","IMPD","central core","2021-02-15",34
1421,1838,"Tawny core",44.817,-77.183,276,"lake sediment","Pollen slide","concentration","author","central core","2021-02-15",169
1422,1839,"Stoll core",44.967,-77.283,303,"lake sediment","Pollen slide","concentration","author","central core","2021-02-15",169
1448,1865,"Bass Lake core",45.1975,-94.8791,361,"lake sediment","Sieved","concentration","author","-999999","2021-02-16",11
1450,1867,"Crystal Lake core",44.3339,-93.2113,284,"lake sediment","Sieved","concentration","author","-999999","2021-02-16",11
1451,1868,"Amber Lake core",43.6053,-94.4725,351,"lake sediment","Sieved","concentration","author","-999999","2021-02-16",11
1452,1869,"Eagle CC core",44.8087,-93.9336,294,"lake sediment","Sieved","concentration","author","-999999","2021-02-16",11
1453,1870,"Lake Emily core",44.314,-93.9143,344,"lake sediment","Sieved","concentration","author","-999999","2021-02-16",11
1455,1872,"Goose MC core",44.9855,-94.5863,334,"lake sediment","Sieved","concentration","author","-999999","2021-02-16",11
1456,1873,"Hunt RC core",44.3314,-93.4454,327,"lake sediment","Sieved","concentration","author","-999999","2021-02-16",11
1457,1874,"Kelly Dudley Lake core",44.3523,-93.3708,321,"lake sediment","Sieved","concentration","author","-999999","2021-02-16",11
1458,1875,"Minnreg Lake core",44.6905,-93.3197,-999999,"lake sediment","Sieved","concentration","author","-999999","2021-02-16",11
1459,1876,"Murphy Lake SLC core",44.7105,-93.3417,411,"lake sediment","Sieved","concentration","author","-999999","2021-02-16",11
1461,1878,"Union Lake RC core",44.4611,-93.3074,306,"lake sediment","Sieved","concentration","author","-999999","2021-02-16",11
1462,1879,"Lily Lake WC core",44.1912,-93.6401,311,"lake sediment","Sieved","concentration","author","-999999","2021-02-16",11
1463,1880,"Fish Lake LSC core",44.2274,-93.6648,310,"lake sediment","Sieved","concentration","author","-999999","2021-02-16",11
1464,1881,"Fish Lake Scott core",44.6492,-93.4597,288,"lake sediment","Sieved","concentration","author","-999999","2021-02-16",11
1491,1910,"Crooked Pond core",41.891667,70.65,28,"lake sediment","Sieved","concentration","author","-999999","2021-03-01",11
1492,1911,"Big Spirit Lake core",43.48462,-95.10617,449,"lake sediment","Sieved","concentration","author","-999999","2021-03-01",152
1493,1912,"Bass Lake FC core",43.82053,-94.07825,314,"lake sediment","Sieved","concentration","author","-999999","2021-03-01",152
1494,1913,"Fox Lake MC core",43.67528,-94.69222,381,"lake sediment","Sieved","concentration","author","-999999","2021-03-01",152
1495,1914,"Duck Pond Wellfleet core",41.932448,-70.000651,2.5,"lake sediment","GRAVIMETRIC chemical assay (Winkler method)","influx","author","central core","2021-03-01",256
1500,1919,"Wickett Pond core",42.57,-72.43167,330,"lake sediment","pollen slide","concentration","author","central core","2021-03-01",23
1501,1920,"Piermont Marsh core",41,-73.9167,29,"bog sediment","pollen slide","concentration","author","central core","2021-03-01",23
1503,1922,"Sutherland Pond core",41.3914,-74.0377,380,"lake sediment","pollen slide","influx","author","central core","2021-03-01",149
1508,1927,"Huangdong reservoir",22.95,114.57,-999999,"lake sediment","Pollen slide","concentration","digitized from publication","marginal core","2021-03-04",22
1511,1930,"Shuangchi Maar Lake core BL2",19.94,110.19,40,"lake sediment","Pollen slide","concentration","author","central core","2021-03-04",123
1513,1932,"Chichi peat core",42,128,1832,"bog sediment","Acidification of sample using gas chromatography to measure elemental carbon (Verardo et al., 1990)","concentration","digitized from publication","-999999","2021-03-04",263
1514,1933,"Haerbaling peat core",43.3,128.6,550,"bog sediment","Acidification of sample using gas chromatography to measure elemental carbon (Verardo et al., 1990)","concentration","digitized from publication","-999999","2021-03-04",263
1516,1935,"Yuanchi peat core",42,128.4,1282,"bog sediment","Acidification of sample using gas chromatography to measure elemental carbon (Verardo et al., 1990)","concentration","digitized from publication","-999999","2021-03-04",263
1528,1947,"Dongxiafeng North profile",35.25,111.35,500,"loess","Charcoal separated by heavy liquid preparation","concentration","digitized from publication","marginal core","2021-03-04",22
1529,1948,"Dongxiafeng South profile",35.15,111.35,500,"loess","Charcoal separated by heavy liquid preparation","concentration","digitized from publication","marginal core","2021-03-04",22
1531,1950,"Jiangyangcun profile",34.47,107.88,685,"loess","Charcoal separated by heavy liquid preparation","concentration","digitized from publication","marginal core","2021-03-04",22
1533,1952,"SMP Core",26.58,114.08,1269,"bog sediment","Pollen slide","concentration","author","-999999","2021-03-04",120
1537,1957,"Jinchuan peat core_gao",42.3,126.4,614,"bog sediment","Acidification of sample using gas chromatography to measure elemental carbon (Verardo et al., 1990)","concentration","digitized from publication","-999999","2021-03-04",263
1541,1961,"Erlongwan core",42.3,126.38,724,"lake sediment","Pollen slide","concentration","author","central core","2021-03-04",22
1549,1969,"Gaoyao County peatlands Core GY1_micro",22.9,112.34,29,"bog sediment","Pollen slide","influx","author","-999999","2021-03-04",28
1549,1970,"Gaoyao County peatlands Core GY1_macro",22.9,112.34,29,"bog sediment","Pollen slide","influx","author","-999999","2021-03-04",28
1552,1975,"Shuizhuyang peat bog Core SZY_micro",26.77,119.03,1007,"bog sediment","Pollen slide","influx","author","-999999","2021-03-04",28
1552,1976,"Shuizhuyang peat bog Core SZY_macro",26.77,119.03,1007,"bog sediment","Pollen slide","influx","author","-999999","2021-03-04",28
1557,1981,"BD soil profile",33.66,107.795,NA,"soil","Sieved","concentration","digitized from publication","-999999","2021-03-04",263
1558,1982,"BN soil profile",33.66,107.795,NA,"soil","Sieved","concentration","digitized from publication","-999999","2021-03-04",263
1559,1983,"FD soil profile",33.66,107.795,NA,"soil","Sieved","concentration","digitized from publication","-999999","2021-03-04",263
1561,1985,"Fuxian Lake",24.42,102.87,1721,"lake sediment","Pollen slide","influx","digitized from publication","marginal core","2021-03-04",28
1570,1996,"Taibai Lake Core TN1_greater125",30,115.81,10,"lake sediment","Pollen slide","concentration","author","marginal core","2021-03-04",11
1570,1997,"Taibai Lake Core TN1_less125",30,115.81,10,"lake sediment","Pollen slide","concentration","author","marginal core","2021-03-04",279
1577,2004,"Caohu Lake core",31.56,117.39,-999999,"lake sediment","Pollen slide","concentration","digitized from publication","-999999","2021-03-04",128
1578,2005,"Chenghai Lake Core CH-1_greater125",26.45,100.63,1509,"lake sediment","Pollen slide","influx","author","central core","2021-03-04",10
1578,2006,"Chenghai Lake Core CH-1_less125",26.45,100.63,1509,"lake sediment","Pollen slide","influx","author","central core","2021-03-04",187
1579,2007,"Qinghai Lake Core TCQH1_greater125",25.13,98.57,1885,"lake sediment","Pollen slide","concentration","author","central core","2021-03-04",11
1579,2008,"Qinghai Lake Core TCQH1_less125",25.13,98.57,1885,"lake sediment","Pollen slide","concentration","author","central core","2021-03-04",279
1583,2012,"Gushantun profile",42,126,500,"bog sediment","Pollen slide","concentration","digitized from publication","-999999","2021-03-04",123
1584,2013,"Hanlongwan",42.68,126.5,700,"bog sediment","Pollen slide","concentration","digitized from publication","-999999","2021-03-04",123
1586,2015,"Daiyunshan-I section",25.84,118.27,1030,"bog sediment","Pollen slide","concentration","digitized from publication","-999999","2021-03-04",22
1587,2016,"Daiyunshan-V section",25.77,118.11,950,"bog sediment","Pollen slide","concentration","digitized from publication","-999999","2021-03-04",22
1589,2018,"Zoige Basin core ZB18-C1",33.45,102.63,3467,"bog sediment","Pollen slide","concentration","author","-999999","2021-03-04",25
1590,2019,"Changwu County XHC profile",35.15,107.93,-999999,"soil","Charcoal separated by heavy liquid preparation","concentration","digitized from publication","-999999","2021-03-04",22
1591,2020,"Xiadawu core XDW3",35,99.26,3988,"soil","Pollen slide","concentration","author","-999999","2021-03-04",22
1592,2021,"Tianchi Lake core GSA07-1",35.26,106.31,-999999,"lake sediment","Pollen slide","concentration","author","central core","2021-03-04",22
1593,2022,"Hougongzhai section",35.68,107.58,-999999,"soil","Pollen slide","concentration","digitized from publication","-999999","2021-03-04",124
1596,2025,"Little Lake core 93",44.167778,-123.582222,210,"bog sediment","Sieved","influx","author","central core","2021-03-04",10
1596,2026,"Little Lake core 91",44.167778,-123.582222,210,"lake sediment","Sieved","concentration","author","marginal core","2021-03-04",11
1601,2031,"Laguna Cocha Caranga core",-4.045861,-79.159583,2710,"lake sediment","Pollen slide","raw count","Neotoma","central core","2021-03-04",233
1601,2033,"Cocha Caranga Mire core",-4.045861,-79.159583,2710,"bog sediment","Pollen slide","raw count","Neotoma","central core","2021-03-04",233
1605,2037,"Lake Carana core",-2.834645,-55.041785,5,"lake sediment","Sieved","concentration","Neotoma","marginal core","2021-03-04",174
1607,2040,"Lago Rogaguado core_micro",-12.997389,-65.986139,125,"lake sediment","Pollen slide","influx","Neotoma","marginal core","2021-03-04",238
1607,2041,"Lago Rogaguado core_macro",-12.997389,-65.986139,125,"lake sediment","Sieved","influx","Neotoma","marginal core","2021-03-04",14
