"ID_SITE","site_name","latitude","longitude","elevation","site_type","water_depth","basin_size_class","catch_size_class","flow_type","basin_size_km2","catch_size_km2"
1512,"Bayangdian Lake",38.84,115.99,7.97,"lacustrine",2,"-999999","medium (10.1-500 km2)","inflow only",-999999,366
1515,"Jinchuan (Changbai Mountains)",42.3,126.4,614,"terrestrial, bog",NA,"medium (1.1-50 km2)","-999999","-999999",1.1,-999999
1517,"Shenjiadian peatland, Sanjiang Plain",46.58,130.66,-999999,"terrestrial, bog",NA,"-999999","-999999","-999999",-999999,-999999
1522,"Motianling peatland",47.37,120.65,1645,"terrestrial, bog",NA,"small (0.01-1 km2)","-999999","-999999",0.5,-999999
1523,"Boluo Pond",44.38,124.82,-999999,"terrestrial, bog",NA,"large (50.1-500 km2)","-999999","in and out flow",70,-999999
1524,"Jiandi Pond",45,122.34,-999999,"terrestrial, bog",NA,"large (50.1-500 km2)","-999999","in and out flow",230,-999999
1525,"Wulan Pond",45.15,121.95,-999999,"terrestrial, bog",NA,"large (50.1-500 km2)","-999999","in and out flow",76,-999999
1526,"Nam Co area",30.92,90.88,4718,"terrestrial, mire",NA,"small (0.01-1 km2)","-999999","closed - no inflow or outflow",-999999,-999999
1536,"Sayram Lake",44.58,81.15,2071.9,"lacustrine",86,"large (50.1-500 km2)","large (more than 500 km2)","inflow only",453,1408
1539,"Lake Naleng",31.1,99.75,4200,"lacustrine",-999999,"medium (1.1-50 km2)","small (less than 10 km2)","-999999",1.8,1.8
1541,"Erlongwan Maar Lake",42.3,126.38,724,"lacustrine, volcanic lake",36,"small (0.01-1 km2)","small (less than 10 km2)","closed - no inflow or outflow",0.3,-999999
1554,"Gonghe Basin",35.65,101.1,3780,"terrestrial",NA,"large (50.1-500 km2)","-999999","-999999",13800,-999999
1556,"Xiangcheng County",33.95,113.48,-999999,"terrestrial, loess",NA,"-999999","-999999","-999999",-999999,-999999
1570,"Taibai Lake",30,115.81,10,"lacustrine",1.5,"medium (1.1-50 km2)","large (more than 500 km2)","in and out flow",28.98,607
1574,"Daihai Lake",40.53,112.67,1221,"lacustrine",13.1,"large (50.1-500 km2)","-999999","-999999",133.5,-999999
1577,"Caohu Lake",31.56,117.39,-999999,"lacustrine",2.69,"large (50.1-500 km2)","large (more than 500 km2)","-999999",825,9258
1589,"Zoige Basin",33.45,102.63,3467,"terrestrial, bog",NA,"large (50.1-500 km2)","-999999","-999999",4500,-999999
1591,"Xiadawu",35,99.26,3988,"archaeological site",NA,"-999999","-999999","-999999",-999999,-999999
1592,"Tianchi Lake",35.26,106.31,2430,"lacustrine",8.2,"small (0.01-1 km2)","small (less than 10 km2)","outflow only",0.02,-999999
1650,"Bortala River",44.97373,81.03134,1300,"terrestrial, marsh",NA,"medium (1.1-50 km2)","medium (10.1-500 km2)","in and out flow",38.4,-999999
1763,"Jagaike",35.24,135.45,610,"terrestrial, mire",-888888,"very small (less than 0.01 km2)","small (less than 10 km2)","-999999",0.002,-999999
1964,"Congping",31.4,110.04,2120,"terrestrial, bog",0.1,"medium (1.1-50 km2)","medium (10.1-500 km2)","closed - no inflow or outflow",10,14
1969,"Doroo Nuur",48.2459,90.6639,2394,"lacustrine",9.1,"medium (1.1-50 km2)","medium (10.1-500 km2)","inflow only",14.12,152.2
